date,high,low,close,previous,diff,numtrans,tradedshares,volume
2023-05-08,402,387.3,390,391.4,-1.3999999999999773,132,6643,2606376.6
2023-05-09,398,386,392.1,390,2.1000000000000227,111,3141,1229864.6
2023-05-10,407,388.1,402,392.1,9.899999999999977,150,9380,3738245
2023-05-11,400,392.1,396,402,-6,63,1070,424149
2023-05-14,403,386,390,396,-6,110,15222,5942437
2023-05-15,394,384,385,390,-5,108,1857,719357.7
2023-05-16,393,378,382.6,385,-2.3999999999999773,85,2830,1092068
2023-05-17,395,383,393,382.6,10.399999999999977,106,3119,1220252
2023-05-18,407,393.1,405,393,12,223,14825,5979792.5
2023-05-21,411.5,400,401.1,405,-3.8999999999999773,206,14698,5953480.3
2023-05-22,413,393.3,410,401.1,8.899999999999977,170,9647,3930105.3
2023-05-23,430,412,430,410,20,350,25503,10770444.1
2023-05-24,434,421.4,425.1,430,-4.899999999999977,155,9647,4108633
2023-05-28,430,417.1,421,425.1,-4.100000000000023,302,24817,10557948
2023-05-30,420,400,408,421,-13,186,12397,5075989.9
2023-05-31,410,390,392.1,408,-15.899999999999977,196,24165,9562065.9
2023-06-01,399.7,384.1,395,392.1,2.8999999999999773,153,13428,5254524.4
2023-06-04,422,395,415,395,20,223,18849,7771947
2023-06-05,422,407.1,414.9,415,-0.10000000000002274,187,14475,5994990
2023-06-06,424,407.1,420,414.9,5.100000000000023,232,9295,3891166
2023-06-07,426.3,413,420,420,0,205,18609,7822716.7
2023-06-08,426,409.1,412,420,-8,222,12079,5030215.4
2023-06-11,440,415,434,412,22,460,25842,11070911.5
2023-06-12,435,426.3,431,434,-3,271,28783,12370163.5
2023-06-13,448.9,429,444.9,431,13.899999999999977,465,57314,25268288.9
2023-06-14,451,433,444.8,444.9,-0.0999999999999659,377,68979,30620631.6
2023-06-15,452,435,444,444.8,-0.8000000000000114,308,24762,10935689.8
2023-06-18,488.4,436,488.4,444,44.39999999999998,469,39960,18142255.6
2023-06-19,481.2,465,469,488.4,-19.399999999999977,352,59754,28239992.8
2023-06-20,487,445.9,487,469,18,283,43418,19973984.2
2023-06-21,477.3,446,453,487,-34,345,41367,18937030.6
2023-06-22,461,431.1,438,453,-15,261,23136,10190225.4
2023-06-25,458.5,433,451,438,13,352,16505,7402573
2023-06-26,460,435,440,451,-11,284,28501,12614750.2
2023-06-27,445.9,431.2,440,440,0,319,16686,7324894.9
2023-06-28,448.8,426.1,427,440,-13,260,16976,7357111.5
2023-07-02,435,418,424,427,-3,313,17564,7442720.7
2023-07-03,424,410,411.9,424,-12.100000000000023,285,17997,7501007.5
2023-07-04,419.1,406.1,419,411.9,7.100000000000023,231,16726,6937500
2023-07-05,420,400,400,419,-19,219,12788,5249130.5
2023-07-06,410.2,398.1,405,400,5,229,12372,5003437
2023-07-09,420.4,400,408,405,3,211,12670,5157092.4
2023-07-10,418.2,397,399,408,-9,302,24199,9742426.2
2023-07-11,405,390,390.1,399,-8.899999999999977,236,19717,7780972.8
2023-07-12,417,386.1,407.7,390.1,17.599999999999966,261,9012,3649312
2023-07-13,420,388.1,388.1,407.7,-19.599999999999966,259,35064,14131749.4
2023-07-16,407,383,385,388.1,-3.1000000000000227,268,17660,6866920.8
2023-07-17,412,384.1,412,385,27,262,16228,6520891.8
2023-07-18,418,397,399,412,-13,201,13734,5538005.3
2023-07-19,409.9,393.1,399.9,399,0.8999999999999773,184,6987,2796191.6
2023-07-20,409,396,400,399.9,0.10000000000002274,229,12450,5012903
2023-07-23,408,394.1,404.9,400,4.899999999999977,285,16900,6772678
2023-07-24,412.9,397,403,404.9,-1.8999999999999773,216,12392,5004057.1
2023-07-25,404.9,392.1,399,403,-4,177,9773,3889049.3
2023-07-26,406.5,392,397.7,399,-1.3000000000000114,134,6105,2431585.5
2023-07-27,403,389.7,390,397.7,-7.699999999999989,187,14652,5762326
2023-07-30,395,379.3,385,390,-5,151,21116,8157460
2023-07-31,393.7,380,381,385,-4,215,12292,4776209.8
2023-08-01,390.8,365.1,365.1,381,-15.899999999999977,223,15082,5649372
2023-08-02,372.7,365,372.6,365.1,7.5,164,8268,3038065
2023-08-03,379.8,366,368,372.6,-4.600000000000023,219,11195,4171331.9
2023-08-06,372.1,356,360,368,-8,195,9332,3366561.8
2023-08-07,365.3,354,360,360,0,194,4200,1519026
2023-08-08,367,349,350,360,-10,238,9920,3535284
2023-08-09,365,348,365,350,15,195,5160,1838969
2023-08-10,371.2,351.1,369.9,365,4.899999999999977,209,13045,4778348.8
2023-08-13,387,355.8,384.9,369.9,15,239,6317,2337972.4
2023-08-14,380.4,368.6,373,384.9,-11.899999999999977,246,9144,3431994.5
2023-08-15,372.3,355.8,355.8,373,-17.19999999999999,157,8263,2983591
2023-08-16,358.1,350,352.1,355.8,-3.6999999999999886,144,8253,2923247.8
2023-08-17,378,350,359,352.1,6.899999999999977,190,7128,2591422.2
2023-08-20,360,355,356,359,-3,132,2970,1056272.5
2023-08-21,356,347,352,356,-4,158,7581,2663369.1
2023-08-22,356.1,345,356.1,352,4.100000000000023,138,2425,854070.5
2023-08-23,375,363,373,356.1,16.899999999999977,350,21395,7902951.4
2023-08-24,378,353.1,355,373,-18,212,11193,4074757.7
2023-08-27,360,350,352,355,-3,225,6523,2302715.8
2023-08-28,355,345,354,352,2,192,11885,4147469
2023-08-29,353,345.1,351,354,-3,137,5225,1827118
2023-08-30,351,342.2,346,351,-5,166,5781,1993668
2023-09-03,346,315.6,315.6,346,-30.399999999999977,280,31368,10348887
2023-09-04,347,299.9,347,315.6,31.399999999999977,359,50450,15641256.7
2023-09-05,368.1,321,332,347,-15,298,24555,8136205.7
2023-09-07,326.5,319,319.1,332,-12.899999999999977,148,8662,2775120
2023-09-10,325.9,313,321,319.1,1.8999999999999773,189,8776,2817295.8
2023-09-11,330.6,316,330,321,9,180,8900,2897936.8
2023-09-12,330,319,319,330,-11,100,3995,1288287
2023-09-13,335,316,335,319,16,192,11088,3647264.2
2023-09-17,333,322.1,325,335,-10,152,11144,3645288.3
2023-09-18,353,319.2,350,325,25,118,6570,2178973
2023-09-19,354.8,326.1,347,350,-3,255,18948,6509900.9
2023-09-21,381.7,344.2,376.4,347,29.399999999999977,501,43583,16256559.7
2023-09-24,376,360,364,376.4,-12.399999999999977,257,19102,6992292.5
2023-09-25,389.6,350.6,375,364,11,347,48776,18533550.2
2023-09-26,393,372,389,375,14,339,20679,7956758
2023-09-27,387,371,379.9,389,-9.100000000000023,223,16772,6320720.2
2023-10-01,377.4,362,365.5,379.9,-14.399999999999977,226,13966,5127359
2023-10-02,387.6,352,362,365.5,-3.5,242,9735,3532435.6
2023-10-03,362,355,357,362,-5,179,7577,2722102
2023-10-04,379.3,355.1,374,357,17,308,14985,5555985
2023-10-05,374,363,369,374,-5,181,10438,3837378.4
2023-10-08,364.5,350,360,369,-9,249,44966,15975692.2
2023-10-09,361.1,348.1,353.1,360,-6.899999999999977,206,15953,5665538.1
2023-10-10,354,342,350,353.1,-3.1000000000000227,189,10458,3616138.5
2023-10-11,358,338,349,350,-1,175,6398,2232660.6
2023-10-12,345,336,338.2,349,-10.800000000000011,255,15097,5109238
2023-10-16,336.5,330,331.4,338.2,-6.800000000000011,175,3452,1148703.5
2023-10-17,343,331.4,337,331.4,5.600000000000023,145,7190,2431872
2023-10-18,342.9,337,340,337,3,84,6315,2149211
2023-10-19,342,335.8,337,340,-3,90,10586,3592894.4
2023-10-29,343,326.2,335,337,-2,106,5310,1773505
2023-10-30,339.6,329,339.6,335,4.600000000000023,87,2375,794294.2
2023-10-31,337,330.2,331,339.6,-8.600000000000023,101,3885,1293599.9
2023-11-01,346,321.1,335,331,4,126,5414,1788374
2023-11-02,333,322.2,330,335,-5,129,7731,2559166
2023-11-05,336.6,323.4,336.6,330,6.600000000000023,148,6751,2210703
2023-11-06,351.9,333,351.9,336.6,15.299999999999955,173,11830,4039171.2
2023-11-07,355.9,343,353,351.9,1.1000000000000227,147,15281,5385788
2023-11-08,356.9,343,352.2,353,-0.8000000000000114,110,6685,2341096.5
2023-11-09,353,342.1,350,352.2,-2.1999999999999886,89,4735,1639520
2023-11-20,361,348.2,350,350,0,147,8967,3176943
2023-11-21,352,340.1,341.5,350,-8.5,98,2890,996044.5
2023-11-22,360.9,328,360.9,341.5,19.399999999999977,183,11674,4037399
2023-11-23,368.1,348.1,361.3,360.9,0.4000000000000341,160,11876,4270227.3
2023-11-26,376,360.7,374,361.3,12.699999999999989,285,28274,10507306.2
2023-11-27,375,362.1,364,374,-10,171,12043,4420715
2023-11-28,371.2,358,365,364,1,158,26490,9703427
2023-11-29,368,356,357,365,-8,152,15319,5561253.4
2023-11-30,368,345.1,346,357,-11,173,10403,3646188.9
2023-12-03,351,340.6,350,346,4,123,4316,1502539
2023-12-04,368.2,343.1,350,350,0,158,21435,7546841.2
2023-12-05,355,343,343,350,-7,119,7740,2684554.8
2023-12-06,352.9,337.3,349.9,343,6.899999999999977,126,8152,2840994.9
2023-12-07,358,343,351,349.9,1.1000000000000227,150,9596,3379510.8
2023-12-10,385,358,379.4,351,28.399999999999977,8,650,243039
2023-12-11,385,359.1,365,379.4,-14.399999999999977,349,37895,13939750.4
2023-12-12,377,365,371,365,6,297,31938,11834377
2023-12-13,395.4,375.3,384,371,13,386,48848,18781697.6
2023-12-14,410,378.1,401.9,384,17.899999999999977,500,57089,22716548.4
2023-12-17,430,389,423,401.9,21.100000000000023,605,67145,27745267.5
2023-12-18,433,406.7,417,423,-6,531,74836,31522899.8
2023-12-19,421.7,405.9,420,417,3,381,27371,11281498
2023-12-20,462,415,435,420,15,513,49988,21418948.5
2023-12-21,438,416.6,419,435,-16,423,43748,18582566.8
2023-12-24,445,412,423,419,4,684,75865,32770666.2
2023-12-27,438,422.5,425,423,2,496,35455,15203153.1
2023-12-28,462.3,416,421.3,425,-3.6999999999999886,564,51254,21743401.4
2024-01-01,432,415.5,418.5,421.3,-2.8000000000000114,478,56452,24041852.6
2024-01-02,425,411.8,414.5,418.5,-4,399,40170,16780446.2
2024-01-03,430,408,426,414.5,11.5,388,25708,10863584.6
2024-01-04,441.6,420.2,430,426,4,579,61958,26952034.4
2024-01-07,443,422,435,430,5,584,58410,25460283.5
2024-01-08,471,427.1,467.8,435,32.80000000000001,835,109929,49765835.7
